EntryNum,LogCPY,Alpha,LogJIF,NumSent,Texts
84,0.423245874,0.79,0.575072326,12,"I am upset with my present weight;  I feel active and energetic;  I am going out to enjoy myself more often;  I am not able to control my hunger and craving for food;  I dislike the way I look; I am self-conscious in the company of others because of my weight;  I am reminded of my body shape and appearance during the day;  I am avoiding friends and relatives because I am out of shape;  I know why I put on weight, and I know how to lose it; I believe that excess weight is not good for my general health; I am taking steps to control my weight; Generally, I am feeling good about myself"
85,1.330840808,0.79,0.780245284,24,"How often do you feel that your pain is out of control?; How often do you have mood swings?; How often do you do things that you later regret?; How often has your family been supportive and encouraging?; How often have others told you that you have a bad temper?; Compared with other people, how often have you been in a car accident?; How often do you smoke a cigarette within an hour after you wake up?; How often have you felt a need for higher doses of medication to treat your pain?; How often do you take more medication than you are supposed to?; How often have any of your family members, including parents and grandparents, had a problem with alcohol or drugs?; How often have any of your close friends had a problem with alcohol or drugs?; How often have others suggested that you have a drug or alcohol problem?; How often have you attended an AA or NA meeting?; How often have you had a problem getting along with the doctors who prescribed your medicines?; How often have you taken medication other than the way that it was prescribed?; How often have you been seen by a psychiatrist or a mental health counselor?; How often have you been treated for an alcohol or drug problem?; How often have your medications been lost or stolen?; How often have others expressed concern over your use of medication?; How often have you felt a craving for medication?; How often has more than one doctor prescribed pain medication for you at the same time?; How often have you been asked to give a urine screen for substance abuse?; How often have you used illegal drugs (for example, marijuana, cocaine, etc.) in the past five years?; How often, in your lifetime, have you had legal problems or been arrested?"
86,0,0.9,0.292256071,8,"Distress experienced during first assessment session.; Distress experienced during first treatment session; After first therapy session,distress experienced for thenext few hours; How anxious about returning to therapy for second treatment session; Overall, how intrusive wasthe therapy; Overall, how distressing was the whole treatment; If knew as much about thetreatment technique as now,how inclined in stillparticipating; How likely in recommending this treatment to someone else"
87,0,0.92,0.292256071,10,"Distress experienced during first assessment session;  Distress experienced during first treatment session; After first therapy session,distress experienced for thenext few hours; How anxious aboutreturning to therapy for second treatment session; Overall, how intrusive was the therapy; Overall, how distressing was the whole treatment; Overall, how exhausting was the whole treatment; If knew as much about treatment technique as now,how inclined in still participating; How likely in recommending this treatment to someone else; Believe you received value for your time and money"
88,0.104735351,0.88,0.488409689,5,Feeling tense?;Feeling nervous?;Feeling irritable?;Rapid mood changes?;Feeling uneasy?  
89,0.104735351,0.86,0.488409689,10,Muscle Tension?; Aches or soreness?; Muscle weakness and tiredness?; Upset stomach?; The need to go to the bathroom more often than usual?; Trembling or shaking?; Excessive sweating?; Rapid heart beats?; Hot flashes?; Dizziness or light-headedness?
90,0.104735351,0.8,0.488409689,5,Muscle Tension?;Aches or soreness?;Muscle weakness and tiredness?;Upset stomach?;The need to go to the bathroom more often than usual?
91,0.104735351,0.78,0.488409689,5,Trembling or shaking?;Excessive sweating?;Rapid heart beats?;Hot flashes?;Dizziness or light- headedness?
92,0.104735351,0.89,0.488409689,10,Feeling that everything around you is changed or unreal?;Fear that something terrible is about to happen?;Fear of going crazy?;Fear of being left alone by everybody?;Fear of losing control over your own behavior?;Frequent thoughts that were frightening? 
93,0.104735351,0.75,0.488409689,6,Feeling that everything around you is changed or unreal?;Fear that something terrible is about to happen?;Fear of going crazy?;Fear of being left alone by everybody?;Fear of losing control over your own behavior?;Frequent thoughts that were frightening? 
94,0.104735351,0.87,0.488409689,4,"Fear of being trapped in an enclosed space?; Fear of driving in certain places (tunnels, bridges, highways)?; Fear of flying in airplanes?; Fear of going far from your home?;Fear of being trapped in an enclosed space?; Fear of driving in certain places (tunnels, bridges, highways)?; Fear of flying in airplanes?; Fear of going far from your home? "
95,0.104735351,0.78,0.488409689,10,"Doing too many things at the same time?; Not being able to finish anything?; Doing more things than you usually do?;Keeping yourself extremely busy?;Arranging and rearranging your things in a certain way?;Checking and rechecking something several times to make sure you have done it right?;Grooming yourself repeatedly (i.e., cleaning your clothing, washing your hands, or combing your hair?);Seeking entertainment?;Looking for reassurance or approval?;Seeking social contacts?;Avoiding contacts with other people?;Avoiding situations that make you feel uncomfortable?;Avoiding objects that frighten you?;Avoiding social gatherings?;Avoiding crowds? "
96,0.104735351,0.75,0.488409689,4,Doing too many things at the same time?; Not being able to finish anything?; Doing more things than you usually do?;Keeping yourself extremely busy?
97,0.104735351,0.73,0.488409689,3,"Arranging and rearranging your things in a certain way?;Checking and rechecking something several times to make sure you have done it right?;Grooming yourself repeatedly (i.e., cleaning your clothing, washing your hands, or combing your hair?)"
98,0.104735351,0.66,0.488409689,3,Seeking entertainment?;Looking for reassurance or approval?;Seeking social contacts?
99,1.080385947,0.93,0.36361198,12,"I am an important part of someone else's life; I have a romantic partner with whom I share my most intimate thoughts and feelings; There is someone who wants to share their life with me; I have a romantic or marital partner who gives me the support and encouragement I need; I have an unmet need for a close romantic relationship; I wish I could tell someone who I am in love with, that I love them; I find myself wishing for someone with whom to share my life; I'm in love with someone who is in love with me; I wish I had a more satisfying romantic relationship; I have someone who fulfills my needs for intimacy; I have someone who fulfills my emotional needs; I have a romantic partner to whose happiness I contribute"
100,1.080385947,0.91,0.36361198,14,"What's important to me doesn't seem important to the people I know; I don't have a friend(s) who shares my views, but I wish I did; I feel part of a group of friends; My friends understand my motives and reasoning; I feel ‘in tune' with others; I have a lot in common with others; I have friends that I can turn to for information; I like the people hang out with; I can depend upon my friends for help; I have friends to whom I can talk about the pressures in my life; I don't have a friend(s) who understands me, but I wish I did. I do not feel satisfied with the friends that I have; I have a friend(s) with whom I can share my views; I'm not part of a group of friends and I wish I were. 
"
101,1.080385947,0.89,0.36361198,11,"I feel alone when I'm with my family; No one in my family really cares about me; There is no one in my family I can depend upon for support and encouragement, but I wish there were I really care about my family; I really belong in my family; I wish my family was more concerned about my welfare; I feel part of my family; My family really cares about me; There is no one in my family I feel close to, but I wish there were. My family is important to me; I feel close to my family"
102,0.894972097,0.9,0.382017043,35,My sleep is restless and disturbed; I wake up in the early hours of the morning and cannot get back to sleep; Sex doesn't interest me anymore; I get pleasure from life at present I feel in good spirits; I gain just as much pleasure from my leisure activities as I used to; My appetite is as good as it has always been; My problems are not yet over; I am concerned about the uncertainty of my health; Things which I regret about my life are bothering me; I may not recover properly; I am not the person I used to be; The possibility of sudden death worries me; A feeling of loss overwhelms me at times; I have been fidgeting a lot lately; I never feel sad and gloomy; I lose my temper more easily nowaday;s l seem to get more easily irritated by others than before; I feel frustrated; I become tearful more easily than before; I am concerned about my capacity for sexual activity; My memory is as good as it always was; My mind is as fast and alert as always ;My concentration is as good as it ever wa;s I feel independent and in control of my life; There is only misery in the future for me; Dying is the best solution for me; I feel like I am living on borrowed time; I'll never be as productive as before; I am a happy and contented person in spite of my troubles; I feel calm; I have dropped many of my interests and activities; I can't be bothered doing anything much; I get hardly anything done now; I feel that I have let people down
103,1.08977432,0.8,0.382017043,14,"Do you often worry about the possibility that you have got a serious illness?; Are you bothered by many aches and pains?;Do you find that you are often aware of various things happening in your body?;Do you worry a lot about your health?;Do you often have the symptoms of very serious illnesses?;If a disease is brought to your attention (through the radio, television, newspapers or someone you know) do you worry about getting it yourself?;If you feel ill and someone tells you that you are looking better, do you become annoyed?;Do you find that you are bothered by many different symptoms?; Is it easy for you to forget about yourself and think about all sorts of other things?;Is it hard for you to believe the doctor when he tells you there is nothing for you to worry about?;Do you get the feeling that people are not taking your illness seriously enough?;Do you think that you worry about your health more than most people?;Do you think there is something seriously wrong with your body?;Are you afraid of illness?  "
104,0.544068044,0.89,0.652826303,20,"I feel pessimistic that my anxiety problems could ever change for the better; Even though I try, nothing seems to help with my anxiety; It would be extremely difficult or impossible to solve my problems with anxiety; I have had some positive experiences with being able to control my anxiety through talking positively to myself; My problems with anxiety are too severe to benefit from treatment; Self-help methods may help others control their anxiety but they won't work for me;  I don't believe I will ever feel truly relaxed and not worried; Facing my fears has never helped me to reduce my anxiety; When I force myself to do something that scares me, often it's not as bad as I thought; I have had some success in reducing my anxiety; There is very little anyone could do to help me solve my anxiety problems; Even when I try to talk positively to myself, it doesn't help my anxiety; Positive thinking is helpful to me in managing my anxiety; There is no solution to my anxiety problems; I am optimistic that my anxiety can change for the better; I have found that I can reduce my anxiety by telling myself to relax or by using relaxation exercises; I'll never be able to control my anxiety and worry; I believe it's quite possible for me to feel less worried and more relaxed;  If I work hard, I can have a positive impact on my problems with anxiety; There are factors contributing to my anxiety that I can learn to control"
105,0.748188027,0.96,0.209515015,16,"I feel God's presence; I experience a connection to all of life; During worship, or at other times when connecting with God, I feel joy, which lifts me out of my daily concerns;  I find strength in my religion or spirituality; I find comfort in my religion or spirituality; I feel deep inner peace or harmony; I ask for God's help in the midst of daily activities; I feel guided by God in the midst of daily activities; I feel God's love for me, directly; I feel God's love for me, through others;  I am spiritually touched by the beauty of creation; I feel thankful for my blessings; I feel a selfless caring for others; I accept others even when they do things that I think are wrong;  I desire to be closer to God, or in union
with him; In general, how close do you feel to God?"
106,0.56427143,0.82,0.201397124,4,Benefits from learning new professional skills; Benefits from feeling personally fulfilled in working to improve your community; Benefits from networking with professionals;  Benefits from gaining support from others in your community for your work
107,0.56427143,0.81,0.201397124,3,Interference with work schedule and responsibilities; Interference with family life; Interference with personal free time
108,0.56427143,0.92,0.201397124,7,"Staff in my organization are supportive of offering the program for parents in the community;  My supervisor is supportive of offering the program for parents in the community; My supervisor and organization support collaboration with other community services around the program; My organization commits resources to planning and providing the program; My work with the program is viewed positively by my supervisor; My work with the program is viewed positively by my co-workers; While working on the program, I am able to rely on my co-workers for ideas and support"
109,0.56427143,0.85,0.201397124,6,There is a sense of unity and cohesion in this team; There is not much group spirit among team members; There is a strong feeling of belonging in the team; Members of this team feel close to each other; This is a decision making team; This team has a hard time resolving conflicts
110,0.56427143,0.94,0.201397124,8,Leadership makes you feel welcome at meetings; Leadership gives praise and recognition; Leadership intentionally seeks out your views; Leadership asks you to assist with specific tasks; Leadership makes an effort to get to know workers; Leadership has a clear vision for the team; Leadership is respected in my community; Leadership is skilful in resolving conflict
111,0.176091259,0.86,0.340444115,7,Eating more fruits or vegetables would give me more vitamins and minerals; I would feel good about looking after my health by eating more fruits or vegetables;My family would be pleased if I ate more fruits or vegetables; I enjoy the taste of fruit; I would be following the advice of the government's National Healthy Lifestyle Campaign if I ate more fruits or vegetables; Eating more fruits or vegetables every day would help to keep me regular (avoid constipation);  I would feel good about eating more fruits as they are fresh; Eating more fruits or vegetables would help me look better; 
112,0.176091259,0.79,0.340444115,7,"Eating more fruits would be expensive; I would feel I was overeating if I ate more fruits; I would worry about pesticides if I ate more fruits or vegetables; Preparing and cooking vegetables would be time consuming; It would make meal planning difficult for my family if I asked for more vegetable dishes; I would get a bad reaction (e.g., cough, wind, cramps, etc.) if I ate more of certain fruits or vegetables;  Others would think I was fussy if I kept worrying about having more fruits or vegetables;"
113,1.100057088,0.81,0.590172832,10,I have been able to laugh and see the funny side of things; I have looked forward with enjoyment to things;  I have blamed myself unnecessarily when things went wrong;  I have been anxious or worried for no good reason;  I have felt scared or panicky for no good reason; Things have been getting on top of me; I have been so unhappy that I have had difficulty sleeping;  I have felt sad or miserable; I have been so unhappy that I have been crying; The thought of harming myself had occurred to me. 
114,1.144715695,0.85,1.007363654,4,Acid taste severity;  Movement of materials severity; Acid taste frequency; Movement of materials frequency;
115,1.144715695,0.81,1.007363654,4,Frequency of burning behind breastbone;  Severity of burning behind breastbone; Frequency of pain behind breastbone; Severity of pain behind breastbone; 
116,1.144715695,0.8,1.007363654,4,Upper stomach pain severity; Upper stomach pain frequency; Upper stomach burning frequency;  Upper stomach burning severity;
117,0.237360916,0.88,0.36361198,10,I worry that I'll never achieve my ambitions; I worry that I will not keep my workload up to date; I worry that I am not able to afford things; I worry that I feel insecure; I worry that I can't afford to pay bills; I worry that I leave work unfinished; I worry that I lack confidence; I worry that I am unattractive; I worry that I will lose close friends; I worry that I haven't achieved much.
118,0.655138435,0.81,0.381115081,13,"A guy should prove his masculinity by having sex with a lot of people; A guy should have sexual intercourse as early as he can in his life; Guys should not cry even when something really bad happens; In a relationship, guys should have sexual intercourse as often as possible; A guy should always have a woman he is dating;To be a guy, you've got to be tough; Even if a guy is not rich, he should try to look that way; A guy should not show affection to those he loves; A guy should not have male friends who are homosexual; The best way a man can care for his family is to get the highest paying job he can; Strong anger is a natural emotion for a guy to show; Being athletic or good at a sport should be important for a guy; Guys should not try to solve problems by fighting"
119,0.655138435,0.72,0.381115081,8,"Even when things get really difficult, a guy should keep trying; A guy should put his best effort into every part of his life; A guy should be confident in everything he does; Guys should have a positive attitude towards life and not let things get them down; Guys should be competitive; A guy should have long-term goals for his life; A guy should take risks to reach his goal; A man should not always have to protect his family"
120,0.655138435,0.59,0.381115081,8,"Guys should not try to solve problems by fighting; To be a guy, you've got to be tough; Strong anger is a natural emotion to show; Providing for his family should be a man's main goal in life; The best way a man can care for his family is to get the highest paying job he can; Guys should not cry even when something really bad happens; In a relationship, guys should have sexual intercourse before having oral sex"
121,0.655138435,0.58,0.381115081,5,"A guy should not show affection to those he loves; Even if a guy is not rich, he should try to look that way; A guy should prove his masculinity by having sex with a lot of people; Showing emotion is not a sign of weakness in a guy; A man should not always have to protect his family"
122,0.655138435,0.48,0.381115081,5,"A guy should not look for danger just for the thrill of it; A guy should have sexual intercourse only in emotionally committed relationships; For a guy, sexual intercourse should not be the goal of making out; A guy should look for a date who has a good personality rather than one who is really good looking; A guy should have long-term goals for his life"
123,0.655138435,0.7,0.381115081,6,A guy doesn't have to be aggressive to ge t what he wants out of life; A guy should not look for danger just for the thrill of it; A guy should be independent and not get too attached to others; A guy should let people know how he feels; A guy should not show affection to those he loves; Guys should not try to solve problems by fighting
124,0.176091259,0.88,0.36361198,15,"Recently I have worried about every little thing; Recently I have been so miserable that I have had difficulty with my sleep; Recently I have been breathless or had a pounding of my heart;  Recently I have been so worked up that I couldnt sit still; Recently I have been depressed without knowing why; Recently I have gone to bed not caring if I never woke up; Recently for no good reason I have had feelings of panic; Recently, I have been so low in spirits that I have sat for ages doing absolutely nothing; Recently I have had a pain or tense feeling in my neck or head; Recently the future has seemed hopeless;  Recently worrying has kept me awake at night; Recently I have lost interest in just about everything; Recently I have been so anxious that I couldn|t make up my mind about the simplest thing; Recently I have been so depressed that I have thought of doing away with myself "
125,-0.301029996,0.87,0.28171497,13,"During the last 2 weeks how much pain have you had because of your knee?;  In the last 2 weeks how much swelling have you had round your knee?; Over the last 2 weeks how often did your knee lock?;  In the last 2 weeks how often has your knee given way?; In the last 2 weeks how often has your knee caused you to limp?; In the past 2 weeks how easy have you found it using stairs?; In the last 2 weeks how easy have you found it to squat down, bending your knees?; On the worst night in the last 2 weeks how badly was your sleep affected by pain in your knee?; On the worst day in the last 2 weeks did your knee interfere with your ability to stand?; On the worst day during the last 2 weeks did your knee interfere with your ability to walk?; In the last 2 weeks did your knee prevent you from carving out your workrhousework and other daily activities?; In the last 2 weeks have your leisure activities been affected by your knee including sports, hobbies and social life?; On the worst day during the last 2 weeks how many pain killing tablets did you take?"
126,0.828456369,0.75,0.36361198,20,"My family and friends are proud of me when I do really well; I take pride in being meticulous when doing things; I like the acclaim I get for an outstanding performance; Producing a perfect performance is a reward in its own right; Other people respect me for my achievements; I think everyone loves a winner; When I am competing against others, I am motivated by wanting to be the best; I feel good when pushing out the limits; My high standards are admired by others; I like to please other people by being successful; I gain great approval from others by the quality of my accomplishments; My successes spur me on to greater achievements; I believe that rigorous practice makes for perfection; I enjoy the glory gained by my successes; I gain deep satisfaction when I have perfected something; My parents encouraged me to excel; I get fulfilment from totally dedicating myself to a task; I like it when others recognize that what I do requires great skill and effort to perfect; I enjoy working towards greater levels of precision and accuracy; I like the challenge of setting very high standards for myself"
127,0.828456369,0.79,0.36361198,20,"When I start something I feel anxious that I might fail; I set impossibly high standards for myself; I try to avoid the disapproval of others at all costs; When I am doing something I cannot relax until it is perfect; It feels as though my best is never good enough for other people; The problem of success is that I must work even harder; If I make a mistake I feel that the whole thing is ruined; I feel dissatisfied with myself unless I am working towards a higher standard all the time; I know the kind of person I ought or want to be, but feel I always fall short of this; As a child however well I did, it never seemed good enough to please my parents; Other people expect nothing less than perfection from me; When I achieve my goals I feel dissatisfied; If I fail people, I fear they will cease to respect or care for me; I feel guilty or ashamed if I do less than perfectly; No matter how well I do I never feel satisfied with my performance; I feel I have to be perfect to gain people's approval; I worry what others think if I make mistakes; The better I do, the better I am expected to do by others; I would rather not start something than risk doing it less than perfectly; When I do things I feel others will judge critically the standard of my work"
128,0.828456369,0.77,0.36361198,7,"When I am competing against others, I am motivated by wanting to be the best; I feel good when pushing out the limits; My successes spur me on to greater achievements; I  gain deep satisfaction when I have perfected something; I get fulfilment from totally dedicating myself to a task; I enjoy working towards greater levels of precision and accuracy; I like the challenge of setting very high standards for myself"
129,0.828456369,0.86,0.36361198,12,"It feels as though my best is never good enough for other people; If I make a mistake I feel that the whole thing is ruined; I know the kind of person I ought or want to be, but feel I always fall short of this; Other people expect nothing less than perfection from me; If I fail people, I fear they will cease to respect or care for me; I feel guilty or ashamed if I do less than perfectly; No matter how well I do I never feel satisfied with my performance; I feel I have to be perfect to gain people's approval; I worry what others think if I make mistakes; The better I do, the better I am expected to do by others; I would rather not start something than risk doing it less than perfectly; When I do things I feel others will judge critically the standard of my work"
130,0.891508114,0.89,0.136720567,5,"Using online counseling would help me learn about myself.; If a friend had personal problems, I might encourage him or her to consider online counseling.; I would confide my personal problems in an online counselor.; It could be worthwhile to discuss my personal problems with an online counselor.; If online counseling were available at no charge, I would consider trying it."
131,0.891508114,0.83,0.136720567,5,"If I were having a personal problem, seeking help with an online counselor would be the last option I would consider.; I would feel uneasy discussing emotional problems with an online counselor.; I would dread explaining my problems to an online counselor.; I think it would take a major effort for me to schedule an appointment with an online counselor.; I would be afraid to discuss stressful events with an online counselor."
132,0.891508114,0.89,0.136720567,5,"Using face-to-face counseling would help me learn about myself.; If a friend had personal problems, I might encourage him or her to consider face-to-face counseling.; I would confide my personal problems in a face-to-face counseling session.; It could be worthwhile to discuss my personal problems with a face-to-face counselor.; If face-to-face counseling were available at no charge, I would consider trying it."
133,0.891508114,0.69,0.136720567,5,"If I were having a personal problem, seeking help with a face-to-face counselor would be the last option I would consider.; I would feel uneasy discussing emotional problems with a face-to-face counselor.; I would dread explaining my problems to a face-to-face counselor.; I think it would take a major effort for me to schedule an appointment with a face-to-face counselor.; I would be afraid to discuss stressful events with a face-to-face counselor."
134,0.56009549,0.87,0.311753861,5,Had difficulty doing leisure activities; Had difficulty looking after your home; Had difficulty at work; Had difficulty driving; Had difficulty crossing the road
135,0.492098411,0.9,0.311753861,5,Had difficulty reading; Had difficulty watching television/movie; Had difficulty using computer; Had difficulty writing; Had difficulty doing household chores
136,0.492098411,0.82,0.311753861,7,Felt depressed; Felt weepy and tearful; Felt angry or bitter; Felt anxious of going blind; Felt fearful of treatment; Felt worried of getting a stroke; Felt worried of losing your job
137,0.492098411,0.93,0.311753861,4,Avoided eye contact; Avoided eating and drinking in public; Felt embarrassed about having the condition; Felt worried about other's reactions to you
138,0.492098411,0.79,0.311753861,3,Had problems with close relationship; Did not have support from spouse or partner; Did not have support from family and friends
139,0.492098411,0.71,0.311753861,3,Had problems with concentration; Had problems with headaches; Had problems with giddiness
140,0.492098411,0.78,0.311753861,3,Had difficulty with speech; Felt unable to communicate properly; Felt ignored by people
141,0.738279738,0.92,0.67651071,10,"How distressing to you were your restless legs?; How often in the past 4 weeks did your restless legs disrupt your routine evening activities?; How often in the past 4 weeks did restless legs keep you from attending your evening social activities?; In the past 4 weeks how much trouble did you have getting up in the morning due to restless legs?;In the past 4 weeks how often were you late for work or your first appointments of the day due to restless legs?; How often in the past 4 weeks did you have trouble concentrating in the afternoon?; How often in the past 4 weeks did you have trouble concentrating in the evening?; In the past 4 weeks how much was your ability to make good decisions affected by sleep problems?; How often in the past 4 weeks would you have avoided traveling when the trip would have lasted more than two hours?; In the past 4 weeks how much did your restless legs disturb your ability to carry out your daily activities, for example carrying out a satisfactory family, home, social, school or work life?"
142,0.684729565,0.93,0.36361198,12,"I am an important part of someone else's life.; I have a romantic partner with whom I share my most intimate thoughts and feelings.; There is someone who wants to share their life with me.; I have a romantic or marital partner who gives me the support and encouragement I need.; I have an unmet need for a close romantic relationship.; I wish I could tell someone who I am in love with, that I love them. ; I find myself wishing for someone with whom to share my life.; I'm in love with someone who is in love with me.; I wish I had a more satisfying romantic relationship.; I have someone who fulfills my needs for intimacy.; I have someone who fulfills my emotional needs.; I have a romantic partner to whose happiness I contribute."
143,0.684729565,0.89,0.36361198,11,"I feel alone when I'm with my family.; No one in my family really cares about me.; There is no one in my family I can depend upon for support and encouragement, but I wish there were.; I really care about my family.; I really belong in my family.; I wish my family was more concerned about my welfare.; I feel part of my family.; My family really cares about me.; There is no one in my family I feel close to, but I wish there were.; My family is important to me.; I feel close to my family. "
144,0.684729565,0.91,0.36361198,14,"What's important to me doesn't seem important to the people I know. ; I don't have a friend(s) who shares my views, but I wish I did.; I feel part of a group of friends.; My friends understand my motives and reasoning.; I feel ‘in tune' with others.; I have a lot in common with others.; I have friends that I can turn to for information.; I like the people 1 hang out with.; I can depend upon my friends for help.; I have friends to whom I can talk about the pressures in my life.; I don't have a friend(s) who understands me, but I wish I did.; I do not feel satisfied with the friends that I have.; I have a friend(s) with whom I can share my views.; I'm not part of a group of friends and I wish I were."
145,0.814874057,0.463,0.442479769,3,Knowledge sharing is limited to within departments and rarely takes place across the organization ; project management knowledge is not shared at my organization because it takes too much time ; knowledge sharing is limited to within project teams at my organization
146,1.581856605,0.79,0.361727836,2,I have a calling to a particular kind of work.; I have a good understanding of my calling as it applies to my career.
147,1.581856605,0.82,0.361727836,2,I am trying to figure out my calling in my career.; I am searching for my calling as it applies to my career.
148,0.636822098,0.71,0.294025094,13,"One goal of palliative care is to address any psychological issues brought up by serious illness. ; Stress from serious illness can be addressed by palliative care.; Palliative care can help people manage the side effects of their medical treatments.; When people receive palliative care, they must give up their other doctors.; Palliative care is exclusively for people who are in the last six months of life.; Palliative care is specifically for people with cancer.; People must be in the hospital to receive palliative care.; Palliative care is designed specifically for older adults.; Palliative care is a team-based approach to care.; One goal of palliative care is to help people better understand their treatment options.; Palliative care encourages people to stop treatments aimed at curing their illness.; One goal of palliative care is to improve a person's ability to participate in daily activities.; Palliative care helps the whole family cope with a serious illness."
149,1.60494568,0.92,0.043755127,8,I can get what I need in this neighborhood.; This neighborhood helps me fulfill my needs.; I feel like a member of this neighborhood.; I belong in this neighborhood.; I have a say about what goes on in my neighborhood.; People in this neighborhood are good at influencing each another.; I feel connected to this neighborhood.; I have a good bond with others in this neighborhood.
150,1.06069784,0.91,0.728678367,9,Shared learning before graduation will help me become a better team worker.; Shared learning will help me think positively about other professionals.; Learning with other students will help me become a more effective member of a health care team.; Shared learning with other health sciences students will increase my ability to understand clinical problems.; Patients would ultimately benefit if health sciences students worked together to solve patient problems.; Shared learning with other health sciences students will help me communicate better with patients and other professionals.; I would welcome the opportunity to work on small-group projects with other health sciences students.; It is not necessary for health sciences students to learn together.; Shared learning will help me understand my own limitations.
151,1.06069784,0.9,0.728678367,5,Establishing trust with my patients is important to me.; It is important for me to communicate compassion to my patients.; Thinking about the patient as a person is important in getting treatment right.; In my profession one needs skills in interacting and co-operating with patients.; It is important for me to understand the patient's side of the problem.
152,1.06069784,0.62,0.728678367,3,Health professionals/students from other disciplines have prejudices or make assumptions about me because of the discipline I am studying.; I have prejudices or make assumptions about health professionals/students from other disciplines.; Prejudices and assumptions about health professionals from other disciplines get in the way of delivery of health care.
153,1.06069784,0.87,0.728678367,4,"It is important for health professionals to respect the unique cultures, values, roles/responsibilities, and expertise of other health professions.; It is important for health professionals to understand what it takes to effectively communicate across cultures.; It is important for health professionals to respect the dignity and privacy of patients while maintaining confidentiality in the delivery of team-based care.; It is important for health professionals to provide excellent treatment to patients regardless of their background e.g. race, ethnicity, gender, sexual orientation, religion, class, national origin, immigration status, or ability."
154,1.06069784,0.92,0.728678367,6,"It is important for health professionals to work with public health administrators and policy makers to improve delivery of health care.; It is important for health professionals to work on projects to promote community and public health.; It is important for health professionals to work with legislators to develop laws, regulations, and policies that improve health care.;  It is important for health professionals to work with non-clinicians to deliver more effective health care.; It is important for health professionals to focus on populations and communities, in addition to individual patients, to deliver effective health care.; It is important for health professionals to be advocates for the health of patients and communities."
155,0.425968732,0.89,0.488409689,6,I'm afraid that others will not like me.; I worry that others don't like me.; I worry about what others say about me. ; I feel that others make fun of me.; I worry about being teased.; I feel that peers talk about me behind my back 
156,0.425968732,0.86,0.488409689,4,I get nervous when I meet new people.; I get nervous when I talk to peers I don't know very well.;  I feel shy around people I don't know.; I'm quiet when I'm with a group of people. 
157,0.425968732,0.76,0.488409689,3,I feel nervous when I'm around certain people.; It's hard for me to ask others to do things with me.; I feel shy even with peers I know well. 
158,0.656417654,0.9,0.164650216,12,I am satisfied with the quality of the therapy I received; The therapist listened to what I was trying to get across; My needs were met by the program; The therapist provided an adequate explanation regarding my therapy; I would recommend the program to a friend; The therapist was not negative or critical towards me; I would return to the clinic if I needed help; The therapist was friendly and warm towards me; I am now able to deal more effectively with my problems; I felt free to express myself; I was able to focus on what was of real concern to me; The therapist seemed to understand what I was thinking and feeling 
159,1.708633321,0.87,0.699230503,9,"Do you feel preoccupied with your gaming behavior? (Some examples: Do you think about previous gaming activity or anticipate the next gaming session? Do you think gaming has become the dominant activity in your daily life?); Do you feel more irritability, anxiety or even sadness when you try to either reduce or stop your gaming activity?; Do you feel the need to spend increasing amount of time engaged gaming in order to achieve satisfaction or pleasure? ; Do you systematically fail when trying to control or cease your gaming activity?; Have you lost interests in previous hobbies and other entertainment activities as a result of your engagement with the game?; Have you continued your gaming activity despite knowing it was causing problems between you and other people?; Have you deceived any of your family members, therapists or others because the amount of your gaming activity?; Do you play in order to temporarily escape or relieve a negative mood (e.g., helplessness, guilt, anxiety)?; Have you jeopardized or lost an important relationship, job or an educational or career opportunity because of your gaming activity?"
160,1.174277918,0.86,0.350054094,8,It is okay to be hostile to an opponent who has insulted your teammate/s. ; It is okay for players to lie to officials if it helps their team. ; Fouling an opponent is okay if it discourages him/her from injuring your teammates. ; Fighting is okay if it is done to protect a teammate. ; Injuring an opponent is a way of teaching him/her a lesson. ; Bending the rules is a way of evening things up. ; Acting aggressively is just a way of showing you are a tough opponent. ; Arguing with officials is a way of keeping them on their toes.
161,1.174277918,0.81,0.350054094,4,"Mocking an opponent is not bad compared to injuring him/her. ; Compared to physical violence, verbally provoking an opponent is not that bad. ; Shouting at an opponent is okay as long as it does not end in violent conduct. ; Winding an opponent up is nothing compared to screaming abuse in his/her face."
162,1.174277918,0.81,0.350054094,8,"A player should not be blamed for using illegal tactics if everyone on the team is doing it. ; It is unfair to blame players who only play a small part in unsportsmanlike tactics used by their team. ; A team decision to use unsportsmanlike tactics is just that, and not the responsibility of any individual on the team. ; Players should not take responsibility for negative consequences of their actions if they are following team decisions. ; A player is not responsible for acting aggressively if this is encouraged by his/her parents. ; A player should not be blamed for injuring an opponent if the coach reinforces such behavior. ; If players are not disciplined for unsportsmanlike conduct they should not be blamed for behaving this way. ; A player should not be blamed for arguing with officials if he/she has seen the coach doing it."
163,1.174277918,0.86,0.350054094,4,Mocking an opponent does not really hurt him/her. ; Insults among players do not really hurt anyone. ; Aggressive language toward an opponent does not actually harm anyone. ; Teasing an opponent does not really hurt him/her.
164,1.174277918,0.81,0.350054094,4,Some opponents deserve to be treated like animals. ; It is okay to treat badly an opponent who behaves like an animal. ; If an opponent acts like an animal he/she deserves to be treated like one. ; If an opponent does not act humanly he/she should be made to suffer.
