Idnumber,Brand,Species,Rating,EffectList,FlavorList
602,Critical-Haze,H,4.3,"Relaxed,Happy,Uplifted,Hungry,Giggly","Citrus,Earthy,Pine"
603,Critical-Hog,I,4.2,"Relaxed,Happy,Uplifted,Euphoric,Sleepy","Earthy,Woody,Flowery"
604,Critical-Jack,H,4.4,"Energetic,Creative,Happy,Focused,Uplifted","Pine,Citrus,Woody"
605,Critical-Kali-Mist,S,4.6,"Creative,Focused,Uplifted,Happy,Euphoric","Pine,Sweet,Earthy"
606,Critical-Kush,I,4.5,"Relaxed,Happy,Sleepy,Euphoric,Uplifted","Earthy,Pungent,Sweet"
607,Critical-Mass,I,4.3,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Earthy,Pungent,Sweet"
608,Critical-Plus,H,4.2,"Relaxed,Happy,Hungry,Sleepy,Creative","Woody,Spicy/Herbal,Pungent"
609,Critical-Plus-20,I,4.2,"Happy,Relaxed,Uplifted,Euphoric,Aroused","Lemon,Earthy,Pine"
610,Critical-Sensi-Star,I,4.2,"Relaxed,Sleepy,Happy,Uplifted,Euphoric","Citrus,Sweet,Lemon"
611,Critical-Skunk,H,4.5,"Happy,Relaxed,Creative,Hungry,Aroused","Earthy,Skunk"
612,Critical-Widow,H,4.3,"Relaxed,Euphoric,Uplifted,Focused,Sleepy","Citrus,Pungent,Sweet"
613,Critters-Cookies,H,3.5,"Uplifted,Tingly,Relaxed,Euphoric,Aroused","Lemon,Earthy,Pungent"
615,Crosswalker,I,4.4,"Relaxed,Happy,Euphoric,Uplifted,Creative","Sweet,Blueberry,Pine"
616,Crouching-Tiger-Hidden-Alien,I,4.8,"Relaxed,Happy,Euphoric,Tingly,Uplifted","Pine,Spicy/Herbal,Earthy"
617,Crown-Og,I,4.7,"Relaxed,Happy,Sleepy,Uplifted,Euphoric","Diesel,Earthy,Pepper"
618,Crown-Royale,I,4.7,"Relaxed,Happy,Euphoric,Sleepy,Aroused","Sweet,Flowery,Berry"
619,Crunch-Berry-Kush,H,4.4,"Relaxed,Happy,Euphoric,Sleepy,Uplifted","Sweet,Berry,Honey"
620,Crypt,H,4.4,"Relaxed,Euphoric,Focused,Happy,Uplifted","Sweet,Cheese,Pungent"
621,Crystal-Coma,S,4.6,"Happy,Uplifted,Euphoric,Focused,Creative","Flowery,Earthy,Citrus"
622,Crystal-Gayle,H,4.4,"Focused,Creative,Euphoric,Happy,Hungry","Diesel,Earthy,Skunk"
623,Crystalberry,I,4.5,"Aroused,Relaxed,Uplifted,Giggly,Happy","Berry,Blueberry,Grape"
624,Cuvee,I,4.5,"Euphoric,Happy,Relaxed,Giggly,Tingly","Earthy,Grape,Berry"
626,Dj-Short-Blueberry,I,4.4,"Relaxed,Euphoric,Happy,Uplifted,Sleepy","Blueberry,Sweet,Berry"
627,Dj-Smoke,H,4,"Euphoric,Relaxed,Aroused,Talkative,Uplifted","Sweet,Citrus,Lavender"
628,Dairy-Queen,H,4.4,"Happy,Relaxed,Euphoric,Uplifted,Creative","Cheese,Sweet,Earthy"
629,Dakini-Kush,I,4.5,"Relaxed,Sleepy,Happy,Euphoric,Giggly","Earthy,Coffee,Spicy/Herbal"
630,Damn-Sour,S,4,"Hungry,Happy,Tingly,Uplifted,Creative","Sweet,Earthy,Ammonia"
631,Damnesia,H,4.2,"Relaxed,Happy,Euphoric,Uplifted,Energetic","Spicy/Herbal,Pepper,Earthy"
632,Dance-World,S,4.6,"Happy,Relaxed,Uplifted,Euphoric,Talkative","Earthy,Citrus,Spicy/Herbal"
633,Dancehall,H,4.6,"Happy,Relaxed,Uplifted,Energetic,Creative","Earthy,Citrus,Flowery"
634,Dank-Schrader,I,4.9,"Relaxed,Happy,Uplifted,Euphoric,Hungry","Tropical,Pine,Earthy"
635,Dank-Sinatra,H,5,"Happy,Uplifted,Relaxed,Sleepy,Euphoric","Diesel,Berry,Tropical"
636,Double-D,I,4.3,"Euphoric,Happy,Uplifted,Aroused,Energetic","Sweet,Pungent,Skunk"
637,Dark-Blue-Dream,H,4.6,"Happy,Euphoric,Relaxed,Uplifted,Giggly","Sweet,Berry,Blueberry"
638,Dark-Side-Of-The-Moon,I,4.6,"Relaxed,Sleepy,Euphoric,Happy,Uplifted","Berry,Earthy,Spicy/Herbal"
639,Dark-Star,I,4.4,"Relaxed,Sleepy,Happy,Hungry,Euphoric","Earthy,Pungent,Skunk"
640,Darkside-Og,I,4.6,"Sleepy,Relaxed,Euphoric,Hungry,Happy","Lemon,Citrus,Earthy"
641,Darth-Vader-Og,I,4.4,"Relaxed,Sleepy,Euphoric,Hungry,Tingly","Earthy,Pine,Grape"
642,Dawgs-Waltz,H,4.6,"Euphoric,Relaxed,Uplifted,Happy,Sleepy","Earthy,Skunk,Sweet"
643,Dawgfather-Og,H,4.1,"Sleepy,Relaxed","Spicy/Herbal,Pepper,Pungent"
644,Day-Tripper,H,4,"Uplifted,Euphoric,Happy,Relaxed,Sleepy","Blueberry,Strawberry,Pineapple"
645,Deadhead-Og,H,4.4,"Uplifted,Relaxed,Happy,Euphoric,Creative","Earthy,Pine,Diesel"
646,Deadwood,I,3.9,"Happy,Talkative,Uplifted,Giggly,Relaxed","Berry,Lavender,Earthy"
647,Death-Bubba,I,4.7,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy,Pungent,Sweet"
648,Death-Star,I,4.6,"Relaxed,Happy,Euphoric,Sleepy,Uplifted","Earthy,Diesel,Pungent"
649,Deathstar-Og,I,4.6,"Relaxed,Happy,Sleepy,Euphoric,Tingly","Diesel,Earthy,Skunk"
650,Deep-Cheese,H,4.3,"Relaxed,Uplifted,Creative,Hungry,Talkative","Cheese,Pungent,Skunk"
651,Deep-Chunk,I,4.3,"Happy,Relaxed,Sleepy,Uplifted,Creative","Plum,Earthy,Ammonia"
652,Deep-Purple,I,3.9,"Relaxed,Happy,Euphoric,Sleepy,Tingly","Grape,Earthy,Sweet"
653,Deep-Sleep,I,4.5,"Relaxed,Euphoric,Sleepy,Tingly,Happy","Pungent,Earthy,Sweet"
654,Delahaze,S,4.5,"Uplifted,Happy,Energetic,Focused,Talkative","Citrus,Mango,Sweet"
655,Denver-Maple,I,4.4,"Relaxed,Sleepy,Giggly,Tingly,Uplifted","Sweet,Earthy,Pine"
656,Desert-Star,H,4.8,"Hungry,Sleepy,Tingly,Uplifted,Creative",Earthy
657,Destroyer,S,4.9,"Energetic,Uplifted,Euphoric,Giggly,Happy","Lavender,Ammonia,Sweet"
658,Devil-Fruit,I,4.4,"Relaxed,Happy,Euphoric,Focused,Hungry","Spicy/Herbal,Pepper,Sweet"
659,Devils-Tit,S,4.1,"Energetic,Focused,Relaxed,Talkative,Tingly","Spicy/Herbal,Pepper,Earthy"
660,Diablo,I,4.1,"Happy,Tingly,Euphoric,Creative,Uplifted","Sweet,Earthy,Spicy/Herbal"
661,Diamond-Og,I,4.5,"Relaxed,Sleepy,Happy,Uplifted,Euphoric","Earthy,Spicy/Herbal,Pine"
663,Diamond-Valley-Kush,H,5,"Happy,Relaxed,Sleepy,Creative,Energetic","Earthy,Spicy/Herbal,Pungent"
664,Diesel-Duff,H,3.8,"Euphoric,Happy,Talkative,Giggly,Uplifted","Sweet,Flowery,Honey"
665,Dieseltonic,H,4.1,"Relaxed,Sleepy,Giggly,Focused,Uplifted","Diesel,Earthy,Woody"
666,Digweed,I,3.9,"Happy,Uplifted,Relaxed,Sleepy,Giggly","Earthy,Skunk,Spicy/Herbal"
667,Dinachem,H,4.7,"Talkative,Relaxed,Happy,Energetic,Giggly","Tropical,Pungent,Earthy"
668,Dirty-Girl,S,4.5,"Uplifted,Happy,Focused,Euphoric,Energetic","Citrus,Sweet,Lemon"
670,Dirty-Widow,H,4.2,"Uplifted,Energetic,Talkative,Tingly,Euphoric","Sweet,Earthy,Pungent"
671,Disney-Blue,H,4.5,"Happy,Creative,Energetic,Focused,Giggly","Sweet,Lime,Apple"
672,Dizzy-Og,H,5,"Giggly,Relaxed,Uplifted,Happy,Hungry","Sweet,Pungent,Spicy/Herbal"
673,Django,S,4.6,"Energetic,Uplifted,Happy,Talkative,Euphoric","Sweet,Flowery,Earthy"
674,Do-Over-Og,H,4.7,"Talkative,Uplifted,Creative,Euphoric,Happy",
675,Do-Si-Dos,I,4.8,"Relaxed,Euphoric,Sleepy,Happy,Hungry","Earthy,Sweet,Pungent"
676,Doctor-Doctor,S,5,"Relaxed,Uplifted,Focused,Happy,Aroused","Sweet,Strawberry,Citrus"
677,Dog-Shit,H,4.3,"Creative,Euphoric,Relaxed,Uplifted,Happy","Pungent,Earthy,Berry"
678,Dogwalker-Og,H,4.7,"Relaxed,Happy,Euphoric,Sleepy,Uplifted","Earthy,Skunk,Pungent"
679,Dolla-Sign-Og-Kush,I,5,"Creative,Sleepy,Uplifted,Energetic,Hungry","Sweet,Flowery,Pungent"
680,Domino,I,4,"Sleepy,Happy,Tingly,Uplifted,Euphoric",
681,Don-Shula,H,5,"Uplifted,Euphoric,Relaxed,Talkative,Happy","Citrus,Tropical,Diesel"
682,Donegal,H,3.8,"Euphoric,Relaxed,Sleepy,Talkative,Energetic","Earthy,Woody,Pungent"
683,Donna-Og,H,4.6,"Creative,Euphoric,Relaxed,Happy,Hungry","Citrus,Pungent,Sweet"
684,Doobiebird-Daydream,H,4.6,"Euphoric,Tingly,Happy,Talkative,Relaxed","Blueberry,Earthy,Sweet"
685,Doox,S,4.4,"Uplifted,Energetic,Happy,Focused,Tingly","Sweet,Citrus,Lime"
686,Dopium,H,4.5,"Relaxed,Euphoric,Focused,Energetic,Uplifted","Earthy,Pine,Pungent"
687,Dorit,I,4.4,"Relaxed,Euphoric,Uplifted,Tingly,Sleepy","Ammonia,Spicy/Herbal,Minty"
688,Double-Barrel-Og,H,4.2,"Relaxed,Euphoric,Hungry,Sleepy,Uplifted","Earthy,Citrus"
689,Double-Diesel,S,4.2,"Creative,Happy,Focused,Energetic,Euphoric","Diesel,Lime,Citrus"
690,Double-Dream,H,4.5,"Uplifted,Relaxed,Happy,Focused,Euphoric","Sweet,Earthy,Berry"
691,Double-Dutch,H,4.3,"Hungry,Uplifted,Talkative,Creative,Energetic","Tar,Earthy,Sweet"
692,Double-Mint,I,5,"Uplifted,Euphoric,Sleepy,Talkative,Tingly","Minty,Mint,Lemon"
693,Double-Og,I,4.6,"Sleepy,Happy,Euphoric,Relaxed,Focused","Earthy,Diesel,Skunk"
694,Double-Purple-Doja,I,4.7,"Relaxed,Creative,Sleepy,Happy,Euphoric","Earthy,Grape,Pungent"
695,Double-Tangie-Banana,H,4.4,"Happy,Uplifted,Relaxed,Energetic,Euphoric","Citrus,Sweet,Orange"
699,Dr-Feelgood,H,4.5,"Happy,Relaxed,Tingly,Euphoric,Sleepy","Earthy,Woody,Nutty"
700,Dr-Funk,I,4.6,"Relaxed,Happy,Tingly,Sleepy,Aroused","Earthy,Berry,Blueberry"
701,Dr-Grinspoon,S,4.8,"Happy,Energetic,Uplifted,Creative,Talkative","Earthy,Citrus,Pungent"
703,Dr-Who,H,4.5,"Relaxed,Happy,Euphoric,Uplifted,Creative","Sweet,Earthy,Berry"
704,Dragon-Og,H,4.4,"Uplifted,Happy,Relaxed,Euphoric,Focused","Diesel,Berry,Tropical"
705,Dragons-Breath,H,4.6,"Happy,Uplifted,Talkative,Relaxed,Creative","Spicy/Herbal,Earthy,Skunk"
706,Dreadlock,H,4,"Focused,Relaxed,Talkative,Tingly,Uplifted","Earthy,Diesel,Sage"
707,Dream-Beaver,S,4.7,"Happy,Uplifted,Energetic,Talkative,Creative","Pineapple,Woody,Spicy/Herbal"
708,Dream-Berry,I,4.5,"Relaxed,Sleepy,Euphoric,Happy,Giggly","Berry,Citrus,Diesel"
709,Dream-Lotus,H,4.3,"Happy,Uplifted,Relaxed,Euphoric,Energetic","Spicy/Herbal,Woody,Tea"
710,Dream-Police,H,3.7,"Uplifted,Talkative,Energetic,Euphoric,Creative","Pepper,Blueberry,Citrus"
711,Dream-Queen,H,4.3,"Happy,Uplifted,Euphoric,Relaxed,Energetic","Citrus,Sweet,Earthy"
712,Dream-Star,H,4.8,"Euphoric,Creative,Uplifted,Talkative,Relaxed","Earthy,Woody,Sweet"
713,Dreamers-Glass,H,4.4,"Uplifted,Euphoric,Creative,Relaxed,Giggly","Earthy,Skunk,Sweet"
714,Drizella,S,4.8,"Uplifted,Energetic,Happy,Euphoric,Giggly","Sweet,Earthy,Pungent"
715,Duke-Nukem,H,4.4,"Creative,Happy,Energetic,Focused,Euphoric","Sweet,Pungent,Earthy"
716,Durban-Berry,H,4.6,"Focused,Relaxed,Happy,Creative,Uplifted","Pine,Citrus,Lemon"
717,Durban-Cheese,H,4.2,"Hungry,Euphoric,Uplifted,Giggly,Relaxed","Blue,Cheese,Cheese,Earthy"
718,Durban-Cookies,S,4.5,"Happy,Uplifted,Euphoric,Relaxed,Hungry","Sweet,Earthy,Woody"
719,Durban-Poison,S,4.4,"Energetic,Happy,Uplifted,Euphoric,Focused","Earthy,Sweet,Pine"
720,Durga-Mata,I,4.9,"Relaxed,Happy,Giggly,Uplifted,Creative","Minty,Earthy,Citrus"
721,Dutch-Crunch,H,4.2,"Tingly,Focused,Hungry,Relaxed,Aroused","Spicy/Herbal,Pepper,Citrus"
722,Dutch-Dragon,S,4.5,"Euphoric,Relaxed,Happy,Creative,Focused","Citrus,Sweet,Mint"
723,Dutch-Hawaiian,S,4.3,"Happy,Relaxed,Uplifted,Euphoric,Energetic","Citrus,Sweet,Tropical"
724,Dutch-Haze,S,4,"Relaxed,Energetic,Creative,Happy,Aroused","Citrus,Earthy"
725,Dutch-Kush,I,3.9,"Hungry,Relaxed,Sleepy,Giggly,Creative","Coffee,Berry,Flowery"
726,Dutch-Queen,H,4.4,"Happy,Relaxed,Tingly,Talkative,Euphoric","Sweet,Earthy,Pungent"
727,Dutch-Thunder-Fuck,H,4.9,"Uplifted,Euphoric,Talkative,Relaxed,Creative","Earthy,Citrus,Lemon"
728,Dutch-Treat,H,4.3,"Relaxed,Happy,Euphoric,Uplifted,Focused","Sweet,Pine,Earthy"
729,Dutch-Treat-Haze,H,4.5,"Happy,Uplifted,Relaxed,Euphoric,Energetic","Earthy,Citrus,Berry"
730,Dutchberry,H,4.5,"Happy,Uplifted,Energetic,Relaxed,Creative","Berry,Sweet,Orange"
731,Dynamite,I,4.4,"Relaxed,Euphoric,Happy,Hungry,Sleepy","Citrus,Grapefruit,Earthy"
732,Early-Girl,I,3.8,"Relaxed,Happy,Hungry,Uplifted,Talkative","Citrus,Earthy,Pine"
733,Early-Miss,H,3.9,"Creative,Euphoric,Relaxed,Aroused,Talkative","Pepper,Ammonia,Spicy/Herbal"
734,Early-Pearl,S,3.9,"Relaxed,Hungry,Euphoric,Focused,Talkative","Sweet,Earthy,Tea"
735,Early-Skunk,H,4.1,"Relaxed,Uplifted,Hungry,Happy,Energetic","Flowery,Skunk,Earthy"
736,Earth-Og,H,4.2,"Relaxed,Sleepy,Hungry,Happy,Creative","Earthy,Spicy/Herbal,Pine"
737,Earthquake,H,4.5,"Creative,Euphoric,Uplifted,Happy,Energetic","Woody,Pine,Earthy"
738,Earthshaker-Og,H,4.4,"Happy,Euphoric,Aroused,Creative,Energetic",Earthy
739,East-Coast-Alien,S,4.4,"Happy,Euphoric,Hungry,Relaxed,Focused","Diesel,Earthy,Spicy/Herbal"
740,East-Coast-Sour-Diesel,S,4.3,"Happy,Euphoric,Relaxed,Energetic,Uplifted","Diesel,Pungent,Lemon"
741,Eastern-European,I,5,"Sleepy,Happy,Relaxed","Earthy,Woody,Pine"
742,Easy-Bud,H,4.7,"Euphoric,Relaxed,Uplifted,Creative,Happy","Lemon,Skunk,Spicy/Herbal"
743,Easy-Peezy,H,4.5,"Relaxed,Sleepy,Uplifted,Creative,Euphoric","Lemon,Spicy/Herbal,Earthy"
744,Ebola-7,H,4.5,"Talkative,Creative,Relaxed,Uplifted,Energetic","Sweet,Spicy/Herbal,Pine"
745,Ecto-Cooler,H,4.4,"Happy,Euphoric,Uplifted,Creative,Focused","Citrus,Earthy,Chemical"
746,Ed-Rosenthal-Super-Bud,H,4.3,"Uplifted,Relaxed,Focused,Creative,Euphoric","Earthy,Pine,Citrus"
747,Edelweiss,I,4.1,"Happy,Relaxed,Hungry,Sleepy,Creative","Sweet,Lime,Earthy"
748,El-Chapo-Og,I,4.7,"Relaxed,Happy,Uplifted,Sleepy,Euphoric","Earthy,Flowery,Pungent"
749,El-Jeffe,I,4.7,"Euphoric,Relaxed,Happy,Tingly,Uplifted","Earthy,Pungent,Pine"
750,El-Nino,H,3.8,"Happy,Sleepy,Relaxed,Uplifted,Talkative","Earthy,Woody,Spicy/Herbal"
751,El-Perro,H,4.9,"Happy,Relaxed,Uplifted,Euphoric,Sleepy","Pine,Earthy,Pungent"
752,El-Na,H,5,"Aroused,Tingly,Happy,Relaxed","Earthy,Pungent,Pine"
753,Elderberry-Kush,H,4.1,"Relaxed,Happy,Hungry,Sleepy,Euphoric","Berry,Woody,Earthy"
754,Electric-Black-Mamba,I,5,"Relaxed,Uplifted,Creative,Sleepy,Euphoric","Earthy,Pine"
755,Electric-Kool-Aid,H,4.8,"Happy,Uplifted,Talkative,Euphoric,Giggly","Berry,Grape,Diesel"
756,Electric-Lemon-G,S,4.2,"Euphoric,Happy,Focused,Uplifted,Energetic","Lemon,Citrus,Lime"
757,Electric-Lemonade,S,4.8,"Creative,Happy,Tingly,Uplifted,Energetic","Berry,Orange,Lemon"
758,Elephant,S,4,"Sleepy,Happy,Euphoric,Focused,Aroused","Sweet,Earthy,Tropical"
759,Elmers-Glue,H,4.8,"Hungry,Relaxed,Uplifted,Euphoric,Focused","Sage,Pepper,Sweet"
760,Elphinstone,S,4.5,"Happy,Uplifted,Focused,Talkative,Energetic","Sweet,Skunk,Tropical"
761,Elvis,H,4.6,"Relaxed,Uplifted,Euphoric,Talkative,Sleepy","Sweet,Earthy,Flowery"
762,Emerald-Jack,S,4.4,"Happy,Uplifted,Euphoric,Energetic,Creative","Earthy,Grape,Pine"
763,Emerald-Og,I,4.7,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy,Citrus,Woody"
764,Emperor-Cookie-Dough,H,4.9,"Uplifted,Relaxed,Euphoric,Giggly,Happy","Sweet,Citrus,Diesel"
765,Endless-Sky,I,4.5,"Euphoric,Relaxed,Happy,Sleepy,Hungry","Berry,Sweet,Butter"
766,Enemy-Of-The-State,I,4.1,"Euphoric,Aroused,Focused,Tingly,Giggly","Spicy/Herbal,Tree,Fruit,Earthy"
767,Enigma,I,4.6,"Relaxed,Happy,Sleepy,Giggly,Euphoric","Citrus,Pungent,Flowery"
768,Eran-Almog,I,4.3,"Relaxed,Euphoric,Happy,Sleepy,Uplifted","Earthy,Citrus,Woody"
770,Erez,I,4.3,"Relaxed,Happy,Sleepy,Euphoric,Tingly","Flowery,Berry,Blueberry"
771,Ether,I,3.5,"Sleepy,Uplifted,Euphoric,Happy,Hungry",
772,Ethiopian,S,3,Hungry,Coffee
773,Euphoria,S,4.3,"Euphoric,Happy,Energetic,Creative,Relaxed","Earthy,Skunk,Sweet"
774,Eugene-Cream,H,4.6,"Relaxed,Sleepy,Tingly,Creative,Euphoric","Sweet,Earthy,Butter"
775,Euphoria-Cookies,H,5,"Euphoric,Creative,Uplifted,Happy,Relaxed","Sweet,Citrus,Tropical"
776,Everlast,I,4.6,"Relaxed,Sleepy,Happy,Tingly,Euphoric","Earthy,Skunk,Flowery"
777,Ewok,H,4.6,"Relaxed,Happy,Euphoric,Creative,Uplifted","Earthy,Woody,Pungent"
778,Exodus-Cheese,H,4.3,"Uplifted,Relaxed,Euphoric,Happy,Focused","Cheese,Citrus,Blueberry"
779,Extreme-Cream,I,4.8,"Relaxed,Sleepy,Happy,Uplifted,Euphoric","Butter,Sweet,Earthy"
780,Extreme-Og,I,4.9,"Relaxed,Sleepy,Hungry,Happy,Aroused","Lime,Earthy,Pungent"
781,Fn-Louzer,I,0,"Sleepy,Relaxed,Aroused,Tingly,Focused","Diesel,Earthy,Pungent"
782,Face-Off-Og,I,4.8,"Relaxed,Sleepy,Euphoric,Tingly,Happy","Pungent,Sweet,Earthy"
783,Fallen-Angel,I,5,"Hungry,Relaxed,Sleepy,Uplifted,Euphoric","Earthy,Sage,Sweet"
784,False-Teeth,H,5,"Uplifted,Relaxed,Creative,Happy,Tingly","Earthy,Diesel,Grape"
785,Fast-Eddy,H,4.2,"Sleepy,Happy,Relaxed,Creative,Euphoric","Citrus,Pungent,Skunk"
786,Fat-Axl,H,4.3,"Talkative,Uplifted,Creative,Happy,Energetic","Diesel,Earthy,Skunk"
787,Fat-Nelson,H,4.6,"Euphoric,Happy,Uplifted,Creative,Energetic","Citrus,Pungent,Sage"
788,Fat-Purple,I,4.7,"Aroused,Euphoric,Relaxed,Giggly,Happy","Berry,Grape,Sweet"
789,Faygo-Red-Pop,I,4.8,"Relaxed,Happy,Creative,Euphoric,Giggly","Strawberry,Spicy/Herbal,Sage"
791,Fire-Alien-Kush,H,4.5,"Uplifted,Happy,Euphoric,Aroused,Giggly","Earthy,Woody,Spicy/Herbal"
792,Fire-Alien-Strawberry,H,4,"Talkative,Happy,Hungry,Relaxed,Energetic","Spicy/Herbal,Strawberry,Earthy"
793,Fire-Haze,S,4.2,"Euphoric,Focused,Happy,Relaxed,Uplifted","Sweet,Berry,Earthy"
794,Fire-Og,H,4.4,"Relaxed,Happy,Euphoric,Uplifted,Energetic","Earthy,Citrus,Lemon"
795,Firewalker-Og,S,4.3,"Uplifted,Happy,Relaxed,Euphoric,Creative","Pine,Woody,Citrus"
797,Flaming-Cookies,I,4.2,"Happy,Relaxed,Euphoric,Tingly,Sleepy","Spicy/Herbal,Sweet,Diesel"
798,Flo,H,4.2,"Happy,Uplifted,Relaxed,Creative,Focused","Sweet,Earthy,Flowery"
799,Flo-Limone,S,4.8,"Euphoric,Relaxed,Uplifted,Happy,Tingly","Lemon,Sweet,Tropical"
800,Flo-Og,I,4.6,"Happy,Relaxed,Euphoric,Uplifted,Creative","Flowery,Earthy,Pungent"
801,Flo-Walker,H,4.8,"Happy,Relaxed,Creative,Energetic,Euphoric","Citrus,Lemon,Earthy"
802,Flowerbomb-Kush,I,4.6,"Happy,Relaxed,Creative,Hungry,Euphoric","Sweet,Earthy,Citrus"
803,Flowers-For-Algernon,H,5,"Uplifted,Creative,Aroused,Talkative,Energetic","Diesel,Citrus,Minty"
804,Forbidden-Fruit,I,4.6,"Relaxed,Happy,Euphoric,Sleepy,Creative","Citrus,Grapefruit,Tropical"
805,Fortune-Cookies,H,4.6,"Relaxed,Happy,Focused,Euphoric,Creative","Earthy,Honey,Sweet"
806,Four-Cups,H,5,"Aroused,Talkative,Tingly,Uplifted,Energetic","Earthy,Diesel,Spicy/Herbal"
807,Four-Star-General,H,4.8,"Euphoric,Hungry,Sleepy,Relaxed,Happy","Diesel,Flowery,Earthy"
808,Four-Way,I,5,"Sleepy,Euphoric,Relaxed,Focused","Pepper,Sweet,Honey"
809,Franks-Gift,H,3.9,"Relaxed,Happy,Focused,Giggly,Uplifted","Skunk,Woody,Tobacco"
810,Frankenstein,I,4.4,"Relaxed,Sleepy,Euphoric,Happy,Tingly","Lavender,Tobacco,Earthy"
811,Fred-Flipn-Stoned,I,5,"Happy,Relaxed,Sleepy,Tingly,Euphoric","Spicy/Herbal,Sage,Tree,Fruit"
812,Freezeland,I,3.6,"Relaxed,Sleepy,Focused,Talkative,Happy","Pine,Woody,Earthy"
813,Frida,I,4.9,"Relaxed,Happy,Creative,Sleepy,Aroused","Lemon,Earthy,Pine"
814,Frisian-Dew,H,4.2,"Euphoric,Relaxed,Happy,Uplifted,Tingly","Sweet,Citrus,Pungent"
815,Frisian-Duck,H,4.4,"Euphoric,Hungry,Relaxed,Sleepy,Happy","Sweet,Citrus,Woody"
816,Frostbite,S,4.3,"Sleepy,Tingly,Happy,Relaxed,Uplifted","Earthy,Skunk,Berry"
817,Frosted-Freak,H,4.8,"Happy,Relaxed,Focused,Euphoric,Uplifted","Flowery,Lime,Vanilla"
818,Frosty,I,4.4,"Sleepy,Relaxed,Creative,Hungry,Happy","Earthy,Sweet,Skunk"
820,Fruit-Loops,H,4.5,"Relaxed,Happy,Uplifted,Euphoric,Focused","Sweet,Berry,Lemon"
821,Fruit-Punch,S,4.6,"Happy,Energetic,Creative,Focused,Uplifted","Sweet,Berry,Skunk"
822,Fruit-Spirit,H,4.4,"Focused,Happy,Relaxed,Euphoric,Sleepy","Earthy,Blueberry,Sweet"
823,Fruity-Chronic-Juice,I,4.2,"Relaxed,Euphoric,Happy,Uplifted,Creative","Citrus,Grapefruit,Tropical"
824,Fruity-Pebbles,H,4.4,"Happy,Relaxed,Uplifted,Euphoric,Giggly","Sweet,Tropical,Berry"
825,Fruity-Widow,H,4.9,"Relaxed,Sleepy,Happy,Hungry,Talkative","Sweet,Blueberry"
826,Fruitylicious,I,4,"Relaxed,Happy,Euphoric,Uplifted,Aroused","Sweet,Blueberry,Minty"
827,Fucking-Incredible,I,4.3,"Relaxed,Happy,Euphoric,Hungry,Giggly","Earthy,Pungent,Woody"
828,Full-Moon,S,4.9,"Aroused,Creative,Euphoric,Happy,Uplifted","Spicy/Herbal,Citrus,Earthy"
829,Funfetti,H,4.8,"Happy,Relaxed,Euphoric,Energetic,Uplifted","Berry,Woody,Earthy"
830,Funky-Monkey,I,4.4,"Relaxed,Tingly,Happy,Giggly,Uplifted","Grape,Earthy,Berry"
831,Future,H,4.8,"Relaxed,Euphoric,Uplifted,Sleepy,Happy","Diesel,Earthy,Citrus"
833,Goat,H,4.4,"Euphoric,Relaxed,Sleepy,Energetic,Happy","Earthy,Sage,Lemon"
834,G-13,I,4.4,"Relaxed,Happy,Euphoric,Uplifted,Hungry","Earthy,Sweet,Woody"
835,G13-Diesel,H,4.8,"Euphoric,Happy,Creative,Relaxed,Focused","Sweet,Diesel,Skunk"
836,G13-Haze,H,4.4,"Happy,Relaxed,Euphoric,Creative,Focused","Pine,Sweet,Earthy"
837,G13-Widow,H,4.8,"Creative,Euphoric,Focused,Tingly,Sleepy","Flowery,Earthy,Lime"
838,Gg-1,H,4.5,"Relaxed,Euphoric,Happy,Sleepy,Uplifted","Earthy,Pungent,Pine"
839,Gg-4,H,4.7,"Relaxed,Happy,Euphoric,Uplifted,Hungry","Earthy,Pungent,Pine"
840,Gg-5,H,4.5,"Relaxed,Happy,Sleepy,Euphoric,Uplifted","Earthy,Pungent,Woody"
841,Gi-001,H,5,"Creative,Focused,Energetic,Uplifted,Euphoric","Citrus,Lime,Lemon"
842,Griz-Kush,H,4.5,"Happy,Euphoric,Creative,Uplifted,Energetic","Pungent,Skunk,Lemon"
843,Gsc,H,4.5,"Relaxed,Happy,Euphoric,Uplifted,Creative","Earthy,Sweet,Pungent"
844,Gto,H,4,"Energetic,Focused,Uplifted,Creative,Euphoric",Blueberry
845,Gabriel-Sherbet,H,5,"Euphoric,Relaxed,Uplifted,Happy,Focused","Berry,Minty,Sweet"
846,Galactic-Jack,S,4.6,"Energetic,Uplifted,Focused,Euphoric,Relaxed","Citrus,Sweet,Flowery"
847,Galactica-Og,I,5,"Euphoric,Focused,Relaxed","Spicy/Herbal,Earthy,Pungent"
848,Game-Changer,H,4.5,"Relaxed,Happy,Uplifted,Euphoric,Sleepy","Earthy,Grape,Apple"
849,Gandalf-Og,I,4.9,"Sleepy,Relaxed,Happy,Euphoric,Tingly","Pine,Sweet,Grape"
850,Ganesh-Berry,H,4.6,"Euphoric,Relaxed,Uplifted,Creative,Focused","Flowery,Sweet,Berry"
851,Garlic-Bud,I,4.1,"Relaxed,Happy,Creative,Uplifted,Tingly","Earthy,Woody,Pepper"
